dataset,filename,category_id,category,overall_score,background_cleanliness,text_watermark_score,product_prominence,commercial_appeal,bg_class,needs_bg_replacement,reason
ecommerce118k,1a6ea866cc446096c183716e35287fce.jpg,32,personal protective equipment,8.25,9,10,8,6,plain,False,"The product is displayed against a plain, slightly off-white background."
ecommerce118k,4ab70578245fe6eafcf753a39eee858d.jpg,32,personal protective equipment,5.75,10,1,8,4,plain,False,"The image is heavily overlaid with distracting seller-added text and watermarks, reducing purchase confidence."
ecommerce118k,d8705ae2e57fe78d3c04191ed556c46e.jpg,32,personal protective equipment,5.75,3,10,7,4,cluttered,True,The dark and mottled background is distracting and detracts from the product's presentation.
ecommerce118k,c1c2b89cc7a9407a0aa0bed2794c5da3.jpg,32,personal protective equipment,6.0,10,1,8,5,plain,False,"The image is heavily overlaid with seller-added text and watermarks, reducing its commercial appeal."
ecommerce118k,b672360b078675df451d07299f69d8d2.jpg,32,personal protective equipment,4.25,4,2,7,4,lifestyle,True,The image contains significant seller-added text and a distracting background.
ecommerce118k,646a2e23e13c84b86084edf86d8888ce.jpg,32,personal protective equipment,6.25,3,10,8,4,cluttered,True,The cluttered and distracting wooden background reduces purchase confidence.
ecommerce118k,50bcf784c9b872dd946d2e41dbe2b124.jpg,32,personal protective equipment,4.75,8,1,7,3,plain,False,The image is heavily overlaid with distracting and unprofessional seller-added text.
ecommerce118k,6808654a5041b65e47b9a909a1ebd424.jpg,32,personal protective equipment,3.25,2,1,7,3,cluttered,True,"The image is heavily cluttered with promotional text and graphics, significantly detracting from the product and reducing purchase confidence."
ecommerce118k,8e97bf8d934ac791b78f5140656355df.jpg,32,personal protective equipment,6.75,6,10,7,4,plain,False,"The product is placed on a textured, light-coloured surface that appears to be a table or countertop."
ecommerce118k,d9c097abcf87b73010eb0cebc9072356.jpg,32,personal protective equipment,2.75,2,1,6,2,cluttered,True,"The image is severely cluttered with excessive text overlays and a distracting background, significantly reducing purchase confidence."
ecommerce118k,d8d8b6dcecd5f58fd6414d1fdf728057.jpg,32,personal protective equipment,5.75,3,10,7,4,cluttered,True,The cluttered background and poor composition reduce the product's visual appeal and detract from a professional presentation.
ecommerce118k,c99b3bdefaaa65f54a92adcb67485392.jpg,32,personal protective equipment,8.0,7,10,9,6,plain,False,"The product is placed on a slightly textured, light-coloured surface resembling a table or countertop."
ecommerce118k,04858d77e123843d4a3c14f4c6df6bce.jpg,32,personal protective equipment,5.0,6,2,8,4,plain,False,"The image is heavily overlaid with promotional text and watermarks, reducing its commercial appeal."
ecommerce118k,03e585091dc8ef9820c6940f5ea2e09e.jpg,32,personal protective equipment,5.5,3,8,7,4,cluttered,True,The distracting and busy background detracts from the product and lowers purchase confidence.
ecommerce118k,e07853614f1779b454cdbffe14d7642a.jpg,32,personal protective equipment,5.0,7,1,8,4,plain,False,The image is heavily overlaid with distracting text and promotional elements.
ecommerce118k,e33607f4e2c8f05b111ca65157617e1f.jpg,32,personal protective equipment,5.25,2,8,7,4,cluttered,True,The cluttered background distracts from the product and reduces its commercial appeal.
ecommerce118k,2a784d005c4f78486c1b4a1975cf7b3c.jpg,32,personal protective equipment,2.5,1,1,6,2,cluttered,True,"The image is overwhelmed with distracting promotional text and graphics, severely reducing its commercial appeal."
ecommerce118k,3a07b95eb9695503604e18b827468a94.jpg,33,disinfectants and sanitizers,8.25,8,10,9,6,plain,False,The product is set against a dark green background that appears to be a textured surface.
ecommerce118k,3d23b6286ef921224f3109bb042e7155.jpg,33,disinfectants and sanitizers,6.0,4,10,6,4,lifestyle,True,The cluttered and distracting background reduces the product's prominence and overall commercial appeal.
ecommerce118k,c109ab03ec1cbfd582d7ac4f262c1bbd.jpg,33,disinfectants and sanitizers,5.75,3,10,7,4,cluttered,True,The cluttered and distracting background significantly detracts from the product and reduces its commercial appeal.
ecommerce118k,76cc5dcba91a3d16b4b8d0903bc35eff.jpg,33,disinfectants and sanitizers,7.0,10,3,9,6,plain,False,The product is set against a plain white background with a subtle grey shadow.
ecommerce118k,3354cea879e42907f6a32ccc8010cbf2.jpg,33,disinfectants and sanitizers,8.5,8,10,9,7,plain,False,"The background is a gradient of dark grey to black, with some blurred green foliage visible in the lower left corner."
ecommerce118k,5dc34a234857fb995cae8bd373e0f17e.jpg,33,disinfectants and sanitizers,7.75,7,10,8,6,plain,False,The product is placed on a light blue surface that appears to be a tabletop or similar flat surface.
ecommerce118k,2fbc6dddb28533d161ac8d64d80b91ea.jpg,33,disinfectants and sanitizers,8.5,10,10,8,6,plain,False,The product is set against a plain white background.
ecommerce118k,70317a214c4383f1b10e101537a2a2ff.jpg,33,disinfectants and sanitizers,7.5,7,10,8,5,plain,False,"The product is placed on a grey, textured surface that appears to be concrete or stone."
ecommerce118k,54b3f23f24afd2d2f01284aadbda17e8.jpg,33,disinfectants and sanitizers,3.5,3,1,7,3,plain,True,The image is heavily cluttered with distracting text and promotional elements that detract from the product.
ecommerce118k,4b10d965a2877f5f7e41bd90378e5f69.jpg,33,disinfectants and sanitizers,4.75,6,1,8,4,plain,False,"The large, distracting text overlay significantly reduces purchase confidence."
ecommerce118k,54a4e1abd45b893b7fbcf93362522ce1.jpg,33,disinfectants and sanitizers,4.75,3,5,7,4,cluttered,True,The cluttered background and low commercial appeal significantly detract from the product's presentation.
ecommerce118k,9af75001d72bcbcca6825f195aa6d17a.jpg,33,disinfectants and sanitizers,6.75,4,10,8,5,cluttered,True,The blurry and indistinct background distracts from the product and reduces the overall professional appearance.
ecommerce118k,592b992e7a9a27aa093ed10732a97f02.jpg,33,disinfectants and sanitizers,4.5,4,2,8,4,plain,True,"The image is heavily overlaid with promotional text and graphics, significantly detracting from the product."
ecommerce118k,84cfcc601f539ec73c7ae05cf71140a9.jpg,33,disinfectants and sanitizers,5.25,6,3,7,5,plain,False,The image is cluttered with multiple product variations and contains distracting seller-added text overlays.
ecommerce118k,907c41907f40c636234c10cf9e2af5f5.jpg,33,disinfectants and sanitizers,5.75,3,10,7,4,cluttered,True,The cluttered background distracts from the product and reduces its commercial appeal.
ecommerce118k,2f1b00af39bf8bd99c80976d155e196d.jpg,33,disinfectants and sanitizers,4.25,3,10,7,4,cluttered,True,The cluttered background and poor lighting significantly reduce the image's commercial appeal.
ecommerce118k,44422a7541db85629d1dd736aec4e123.jpg,33,disinfectants and sanitizers,4.75,6,1,8,4,lifestyle,True,The image is heavily overlaid with distracting seller-added text and graphics.
ecommerce118k,162e599af25970b376a489b1fe86ce9a.jpg,33,disinfectants and sanitizers,7.0,10,3,9,6,plain,False,The product is set against a plain white background.
ecommerce118k,6f5c2d460fee67b6ccccab1c1ca88d1c.jpg,33,disinfectants and sanitizers,7.5,10,5,9,6,plain,False,The product is set against a completely white background.
ecommerce118k,8a7417b1dcd38bb44b371f0f3ef8dcde.jpg,33,disinfectants and sanitizers,4.75,8,1,7,3,plain,False,"The image is heavily overlaid with promotional text and watermarks, significantly reducing its commercial appeal."
ecommerce118k,655361cbe2dd94cbddd8bab48f8b2360.jpg,33,disinfectants and sanitizers,5.25,7,2,8,4,plain,False,"The image is heavily overlaid with promotional text and graphics, significantly reducing its commercial appeal."
ecommerce118k,773f26f2156d05585737b44b66dedbb7.jpg,33,disinfectants and sanitizers,6.5,10,1,10,5,plain,False,The image is significantly detracted by the large amount of text overlaid on the product packaging.
ecommerce118k,836a46d7a56949afee2d66cb2bbd9127.jpg,33,disinfectants and sanitizers,5.75,3,10,7,4,cluttered,True,The cluttered background with clothing distracts from the product and reduces its commercial appeal.
ecommerce118k,7a2ef5ed9146dbb51efaf6f5d0cd66d8.jpg,33,disinfectants and sanitizers,8.75,10,10,9,7,plain,False,The product is set against a plain white background.
ecommerce118k,6ef9a1ff35de87a97a78b161819e8e87.jpg,33,disinfectants and sanitizers,6.25,3,10,8,4,cluttered,True,The cluttered background and poor lighting detract from the product's presentation.
ecommerce118k,a6b75a999f38861dd78c71bff1454603.jpg,33,disinfectants and sanitizers,7.75,7,10,8,6,plain,False,"The product is placed on a textured, light-coloured surface that appears to be fabric or a similar material."
ecommerce118k,c3829ee4be9eaa32ab83a9bd6d56e0c4.jpg,33,disinfectants and sanitizers,8.25,8,10,9,6,plain,False,"The product is placed on a wooden surface with a plain, light-coloured wall in the background."
ecommerce118k,500853419e7f4f3b59c1ec31bb3df2ee.jpg,33,disinfectants and sanitizers,5.5,7,1,9,5,plain,False,The large text overlays and promotional elements significantly detract from the product's presentation.
ecommerce118k,e717d984b286ba592a1a8b3e3d7c4c6f.jpg,33,disinfectants and sanitizers,5.75,3,10,7,4,cluttered,True,The cluttered background of identical products overwhelms the main product and reduces its visual impact.
ecommerce118k,ff6f2b45720c2bee968618bce1825f4c.jpg,33,disinfectants and sanitizers,5.75,6,3,8,6,lifestyle,False,The image is significantly cluttered with seller-added text overlays.
ecommerce118k,a3c487c57d6b567cfb46a0a118dbe29a.jpg,33,disinfectants and sanitizers,5.75,3,10,7,4,cluttered,True,The cluttered background of cardboard boxes detracts from the product and appears unprofessional.
ecommerce118k,b282c7449f649662ec3ce0046bc85991.jpg,33,disinfectants and sanitizers,6.25,3,10,8,4,cluttered,True,The distracting and busy background significantly detracts from the product's presentation.
ecommerce118k,809729039d16700eeedc9e9b094833fe.jpg,33,disinfectants and sanitizers,4.75,7,1,8,3,plain,False,"The image is heavily overlaid with promotional text and banners, significantly reducing its commercial appeal."
ecommerce118k,9a61281fd4f5f6540c495bb9d53bb5b4.jpg,33,disinfectants and sanitizers,8.75,10,10,9,7,plain,False,The product is set against a completely white background.
ecommerce118k,9fa082ad1c99466761c0928e93cf6303.jpg,33,disinfectants and sanitizers,7.5,8,10,7,5,plain,False,"The product is displayed on a plain, light yellow surface."
ecommerce118k,f2898897f1b6c29f796bfd0fffc67bf9.jpg,33,disinfectants and sanitizers,5.0,8,1,7,4,plain,False,"The image is significantly degraded by the large, repetitive text labels on each product, reducing purchase confidence."
ecommerce118k,598a4c22cfdc2918c79de3f1720eef23.jpg,33,disinfectants and sanitizers,6.5,10,1,9,6,plain,False,The large text overlay significantly detracts from the image's professional appearance.
ecommerce118k,6a422f923b390edfb418cecce728a247.jpg,33,disinfectants and sanitizers,6.5,4,10,7,5,cluttered,True,The cluttered background of identical products distracts from the main product and reduces visual appeal.
ecommerce118k,93651fa0d5ff0df277bd22e85c4f3872.jpg,33,disinfectants and sanitizers,4.25,4,2,7,4,plain,True,"The image is heavily cluttered with price tags and distracting text overlays, significantly reducing its commercial appeal."
ecommerce118k,1ea7fb5aa77f04fb82d27d195285a84e.jpg,33,disinfectants and sanitizers,6.0,8,2,9,5,plain,False,"The image is heavily overlaid with seller-added text and promotional graphics, reducing its commercial appeal."
ecommerce118k,4b299f216b707cd25a45466dd9e4821c.jpg,33,disinfectants and sanitizers,6.25,6,10,8,4,plain,False,"The product is set against a plain, slightly off-white wall with visible shadows and imperfections."
ecommerce118k,33752a3153840a7a7ebd185aa6e0be02.jpg,33,disinfectants and sanitizers,5.75,10,1,8,4,plain,False,"The image is heavily overlaid with promotional text and watermarks, significantly reducing its commercial appeal."
ecommerce118k,a9b3d6d0ee63585e2dc0c6cd708ee0ed.jpg,33,disinfectants and sanitizers,8.25,8,10,9,6,plain,False,"The products are lined up on a reflective, light-coloured surface with a plain, light blue wall behind them."
ecommerce118k,6df6e3da1a8920fdf74faf92cf818f26.jpg,33,disinfectants and sanitizers,5.75,3,10,7,4,cluttered,True,The cluttered background and poor lighting detract from the product and reduce purchase confidence.
ecommerce118k,4838cadcfbca2fe125160b3066a7e324.jpg,33,disinfectants and sanitizers,5.75,3,10,7,4,cluttered,True,The cluttered background of identical bottles distracts from the product and reduces its visual impact.
ecommerce118k,eb3d01a7e68fac3561b2dded8f9d1b64.jpg,33,disinfectants and sanitizers,5.75,3,10,7,4,cluttered,True,The cluttered background of identical products distracts from the individual item and reduces commercial appeal.
ecommerce118k,259238ef4b488a78cf7442971cb20f56.jpg,33,disinfectants and sanitizers,3.25,2,10,7,4,cluttered,True,The cluttered background of cardboard boxes significantly detracts from the product and reduces its commercial appeal.
ecommerce118k,7b5d14dba8f1ee74e6f3ef77a62b77a2.jpg,33,disinfectants and sanitizers,3.25,2,1,7,3,cluttered,True,"The image is severely hampered by distracting text overlays and a cluttered, unprofessional background."
ecommerce118k,9a0955dfee4adf6403c705e8a1b2380b.jpg,33,disinfectants and sanitizers,6.25,3,10,8,4,cluttered,True,The cluttered and distracting background significantly reduces the image's commercial appeal.
ecommerce118k,7c9e3561e14aa3e21d96c3d002d12c13.jpg,33,disinfectants and sanitizers,8.5,8,10,9,7,plain,False,"The product is placed on a light grey surface with some subtle texture, appearing to be a tabletop or similar flat surface."
ecommerce118k,24441ea413142ccc69bb5fcce79c4f80.jpg,33,disinfectants and sanitizers,5.0,6,2,8,4,plain,False,The excessive watermarks and promotional text significantly detract from the product's presentation and reduce purchase confidence.
ecommerce118k,95caf8d1406d32c1e8fea1f80481fe9b.jpg,33,disinfectants and sanitizers,5.75,3,10,7,4,cluttered,True,The distracting and busy background detracts from the product and lowers overall commercial appeal.
ecommerce118k,17e2083294a85c6cfc729ec27f82e696.jpg,33,disinfectants and sanitizers,5.75,3,10,7,4,cluttered,True,The cluttered and distracting background reduces the product's visual impact and appears unprofessional.
ecommerce118k,4801c06048273472e182a1ca8ddbbf3e.jpg,33,disinfectants and sanitizers,8.25,9,10,8,6,plain,False,"The product is set against a plain, light orange-beige surface."
ecommerce118k,7c417a9e17e6368d9dc6c1d95332c861.jpg,33,disinfectants and sanitizers,3.5,3,1,7,3,cluttered,True,The image is heavily overlaid with promotional text and has a distracting background.
ecommerce118k,6f4bcd94bf07b96abe3a3a3b4cc1e054.jpg,33,disinfectants and sanitizers,4.75,2,10,7,5,cluttered,True,The cluttered retail background distracts from the product and reduces its commercial appeal.
ecommerce118k,3f24892de9131fa3352301a2b0014100.jpg,33,disinfectants and sanitizers,6.5,4,10,7,5,cluttered,True,The cluttered and distracting background detracts from the product and lowers overall visual appeal.
ecommerce118k,3352a98ca3f17b8a88ed508bf13f10b8.jpg,33,disinfectants and sanitizers,8.75,10,10,9,7,plain,False,The product is set against a plain white background with a subtle drop shadow.
ecommerce118k,b00ad8358dec2064ac78f8a1f3d69461.jpg,33,disinfectants and sanitizers,5.25,7,2,8,4,lifestyle,False,"The image is heavily overlaid with promotional text and watermarks, significantly reducing its commercial appeal."
ecommerce118k,3488e630788f8671f8306317ce8e8b28.jpg,33,disinfectants and sanitizers,5.25,7,2,8,4,plain,False,The large text overlays significantly detract from the product's presentation and reduce purchase confidence.
ecommerce118k,a99bc9534c4d6d6a1672b95a3826e5ea.jpg,34,makeup,6.0,9,1,8,6,plain,False,"The image is significantly degraded by a large, distracting watermark."
ecommerce118k,f3bd116dda77879eeccac5ff1fd85190.jpg,34,makeup,3.0,2,1,6,3,cluttered,True,"The image is heavily cluttered with promotional text and watermarks, significantly reducing its commercial appeal."
ecommerce118k,b18f4ebb1abb40089c73cdb6f141384a.jpg,34,makeup,5.75,3,10,7,4,cluttered,True,The cluttered and distracting background significantly reduces the image's commercial appeal.
ecommerce118k,816737835ba0599f2ed41ffc2f4f4ecd.jpg,34,makeup,8.75,10,10,9,7,plain,False,The product is set against a plain white background.
ecommerce118k,7177e218092050fee42aeca12af60a57.jpg,34,makeup,6.5,6,8,8,4,plain,False,"The products are placed on a textured, mottled grey surface that appears to be fabric or a similar material."
ecommerce118k,f76b4e1ea3cf68a2e1e1cd09454bd07c.jpg,34,makeup,4.25,4,2,7,4,lifestyle,True,"The image is heavily cluttered with text overlays and distracting background elements, reducing its commercial appeal."
ecommerce118k,758563cd0d413d60a55ade4d137c88a9.jpg,34,makeup,7.5,6,10,8,6,lifestyle,False,The product is placed on a textured surface resembling small pebbles or sand.
ecommerce118k,7c306a7b9e79647ec0efbdb3db48dd6d.jpg,34,makeup,5.75,2,10,7,4,cluttered,True,The cluttered background distracts from the product and reduces purchase confidence.
ecommerce118k,4150e5274aed9df3a8a4d2f8d3c33621.jpg,34,makeup,2.75,2,1,6,2,cluttered,True,"The image is heavily cluttered with excessive watermarks and promotional text, severely detracting from the product."
ecommerce118k,ccbfcb90b47deee13d2c0b9a0f395dfe.jpg,34,makeup,5.5,10,1,7,4,plain,False,"The image is heavily overlaid with distracting text and annotations, reducing purchase confidence."
ecommerce118k,b654480459af822795f22e2bd0948e64.jpg,34,makeup,5.25,6,2,8,5,lifestyle,False,"The image is significantly marred by large, distracting text overlays that reduce purchase confidence."
ecommerce118k,c60835eed9eec64b66b86a51afcf7aa0.jpg,34,makeup,6.0,10,1,9,4,plain,False,The image is heavily cluttered with promotional text and watermarks that reduce purchase confidence.
ecommerce118k,3f991edba87d3f1ef11b47d853bf940d.jpg,34,makeup,4.0,3,3,6,4,cluttered,True,The cluttered collage background and multiple text overlays distract from the product and reduce purchase confidence.
ecommerce118k,64992fa133b6a0c3717c95c155f1bf11.jpg,34,makeup,5.75,10,1,8,4,plain,False,"The image is heavily overlaid with promotional text and distributor information, significantly reducing its commercial appeal."
ecommerce118k,c609c077e1174b73f506188c78bf2184.jpg,34,makeup,7.25,5,10,8,6,lifestyle,False,The product is placed on a textured grey surface with a blurred window and a red stuffed animal visible in the background.
ecommerce118k,b67fd2b32c1d7777cbfe9c761a716a86.jpg,34,makeup,6.5,10,1,10,5,plain,False,"The large, distracting text overlay significantly reduces the image's commercial appeal."
ecommerce118k,cc261b70c869cebbf27458fda57813e4.jpg,34,makeup,4.75,6,1,7,5,lifestyle,False,The image is significantly detracted by the large amount of seller-added text overlaid on the product.
ecommerce118k,af2ab241d855bf652b36c237b90f4cfe.jpg,34,makeup,5.0,9,1,7,3,plain,False,"The image is heavily cluttered with text overlays and appears unprofessional, reducing purchase confidence."
ecommerce118k,1b5055937f0fbf294e18703d28c1c277.jpg,34,makeup,4.0,3,2,7,4,cluttered,True,The cluttered background and prominent watermark significantly detract from the product's presentation.
ecommerce118k,03ad087fa8e5ea715ebb4bbcd30ed722.jpg,34,makeup,5.5,6,3,8,5,lifestyle,False,"The image is significantly degraded by a large, distracting watermark."
ecommerce118k,2fce9bf496889a21f892c638a378a1b9.jpg,34,makeup,9.25,10,10,9,8,plain,False,The product is set against a gradient white to light grey background.
ecommerce118k,a94495de4bb96f8acdac35e3c5f3f4fd.jpg,34,makeup,4.0,3,2,7,4,lifestyle,True,The cluttered lifestyle background and prominent text overlay distract from the product and reduce its commercial appeal.
ecommerce118k,137aa9aa3e24394a8ece2723c2daa215.jpg,34,makeup,5.25,8,1,9,3,plain,False,"The image is heavily overlaid with distracting promotional text and watermarks, significantly reducing purchase confidence."
ecommerce118k,6aa57062c972e25b6e0a956f136c1419.jpg,34,makeup,3.25,3,1,7,2,cluttered,True,"The image is heavily cluttered with distracting text overlays and a messy background, significantly reducing purchase confidence."
ecommerce118k,8093a3c571871b192a61ef07dab192f7.jpg,34,makeup,3.5,3,1,7,3,cluttered,True,The image is heavily overlaid with distracting seller text and watermarks.
ecommerce118k,ad71eab42c70dca6877a15fbdcbae5ed.jpg,34,makeup,5.75,3,8,7,5,cluttered,True,The cluttered background distracts from the product and reduces its visual impact.
ecommerce118k,7276cc972606ae6b701d5ede215bb996.jpg,34,makeup,5.75,3,10,7,4,cluttered,True,The distracting floral background detracts from the products and lowers the overall commercial appeal.
ecommerce118k,2fc3f306338a5547b0295f29715fed56.jpg,34,makeup,9.25,10,10,9,8,plain,False,The product is set against a gradient white to light grey background.
ecommerce118k,4f77c26a1ce2fb50a4c07476cc0e31e8.jpg,34,makeup,3.25,2,1,7,3,cluttered,True,"The image is heavily cluttered with distracting text overlays and a decorative border, significantly reducing its commercial appeal."
ecommerce118k,759ae30ce0d6b3eb394a1b0dbc4de659.jpg,34,makeup,3.25,2,1,7,3,cluttered,True,"The image is heavily cluttered with distracting watermarks and text overlays, significantly reducing its commercial appeal."
ecommerce118k,123fef90c7ce205cf4fa00e4cd1f11ca.jpg,34,makeup,7.5,7,10,8,5,plain,False,"The product is set against a plain, slightly off-white background with some visible creases and shadows."
ecommerce118k,d0557668780b117839c62132d6b2281c.jpg,34,makeup,5.75,6,3,8,6,plain,False,The image is significantly detracted by the seller-added text and logo overlays.
ecommerce118k,d7d1f4076dd66213b7ee01943ba19da7.jpg,34,makeup,4.5,6,2,7,3,plain,False,"The image is heavily watermarked, significantly reducing its commercial appeal and purchase confidence."
ecommerce118k,02bd673570df47a8e2fc8e05a30ffe91.jpg,34,makeup,3.25,3,1,6,3,cluttered,True,The cluttered background and prominent text overlays significantly detract from the product and reduce purchase confidence.
ecommerce118k,242357dae7106a533e5664d5503bec15.jpg,34,makeup,8.25,9,10,8,6,plain,False,"The background is a plain, off-white surface with subtle texture."
ecommerce118k,4ac3a0a618762f19cb0a7a7eb3e0728e.jpg,34,makeup,5.75,10,1,8,4,plain,False,"The image is heavily overlaid with distracting seller text and watermarks, reducing purchase confidence."
ecommerce118k,a86c6820d864c7c150697afe7de90e64.jpg,34,makeup,3.0,1,1,7,3,cluttered,True,The image is overwhelmed with excessive text and watermarks that severely detract from the product.
ecommerce118k,dd664b6d52a700148a7cbd8fd6080024.jpg,34,makeup,4.75,6,1,8,4,plain,False,"The image is heavily overlaid with promotional text and watermarks, significantly reducing its commercial appeal."
ecommerce118k,7ea486ebcfe4bcc557e83b778977a9de.jpg,34,makeup,3.5,3,2,6,3,cluttered,True,"The image is visually unappealing due to the distracting background, poor text overlays, and low overall quality."
ecommerce118k,8c7ed56bd0b99cae8a572d2b715163e9.jpg,34,makeup,5.75,8,3,7,5,plain,False,The large text overlay significantly detracts from the product's presentation and reduces purchase confidence.
ecommerce118k,7c7e8c1566167b11045fe0fb3723a1c3.jpg,34,makeup,4.5,6,1,7,4,lifestyle,False,"The large, distracting text overlay significantly reduces purchase confidence."
ecommerce118k,cde4133f96102fe9e7bdceb662a723a0.jpg,34,makeup,6.5,10,1,9,6,plain,False,The large text overlay significantly detracts from the product's presentation.
ecommerce118k,d6cb2cef8b5b177c86f3cf354124cbeb.jpg,34,makeup,3.5,3,1,7,3,cluttered,True,"The image is heavily cluttered with distracting text overlays and a busy background, significantly reducing its commercial appeal."
ecommerce118k,e35193f396c9c422c99d1e644af3c8cf.jpg,34,makeup,8.75,10,10,9,7,plain,False,The product is presented against a plain white background.
ecommerce118k,16e2dbaeab8fc0f16fb4478427b769da.jpg,34,makeup,7.75,10,5,9,7,plain,False,The product is displayed on a plain white background.
ecommerce118k,7f8f19afdc72af16a3b8146f3f687c8e.jpg,34,makeup,2.75,2,1,6,2,cluttered,True,"The image is overwhelmed with excessive text and graphics, severely detracting from the product and reducing purchase confidence."
ecommerce118k,b4e029ca5f9ff7cc0f54e22686e19a21.jpg,34,makeup,5.75,6,3,8,6,lifestyle,True,The prominent watermark significantly detracts from the product's presentation and reduces purchase confidence.
ecommerce118k,cf5f18fe8d662a8173f508ecbfc4b6c1.jpg,34,makeup,5.75,10,1,8,4,plain,False,"The image is heavily overlaid with promotional text and watermarks, significantly reducing its commercial appeal."
ecommerce118k,37d86bb78d2ccc57609571545970d0ef.jpg,34,makeup,9.0,9,10,9,8,plain,False,"The product is presented on a gradient grey background with a subtle reflection, creating a studio-like effect."
ecommerce118k,18400b5714523515a44a574dc690a5f5.jpg,34,makeup,6.0,10,1,9,4,plain,False,"The large, distracting text overlays significantly reduce the image's commercial appeal and purchase confidence."
ecommerce118k,244accc3c45ca00afc441e03c369daf6.jpg,34,makeup,3.25,2,1,7,3,cluttered,True,The image is heavily cluttered with distracting text overlays that significantly reduce its commercial appeal.
ecommerce118k,2f901bed7abb9feace69bdf0630b447b.jpg,34,makeup,5.5,9,1,8,4,plain,False,The large red box and text overlay significantly reduce purchase confidence.
ecommerce118k,27c62654670f60080432c512977f4aa8.jpg,34,makeup,5.75,9,2,8,4,plain,False,"The large, distracting text overlay significantly reduces the image's professional appeal and purchase confidence."
ecommerce118k,a7c9800364c766e7bcaa0b4dd574f562.jpg,34,makeup,4.25,6,1,7,3,plain,False,"The large, handwritten label and low image quality significantly reduce purchase confidence."
ecommerce118k,8f0a0e8d3dc4131b54a7b995cee05a3d.jpg,34,makeup,7.0,6,10,7,5,plain,False,"The product is placed on a reflective dark surface with a wrinkled, light-colored fabric backdrop."
ecommerce118k,8a53cd9c22ef15f9fdf5e8c6385a52b4.jpg,34,makeup,6.5,3,10,8,5,cluttered,True,"The corkboard background is distracting and unprofessional, reducing the product's visual appeal."
ecommerce118k,c9eb95178c42e27f6b688bb6250125fc.jpg,34,makeup,6.5,10,1,9,6,plain,False,The large promotional badge significantly detracts from the product's presentation.
ecommerce118k,884dcc8c61b83bf9286004dcb05dc48e.jpg,34,makeup,7.5,10,5,8,7,plain,False,The background is a plain white surface.
ecommerce118k,8c6a25636e8274f3658d4a0ec74aa331.jpg,34,makeup,5.0,7,2,7,4,plain,False,"The image is heavily overlaid with distracting text and watermarks, reducing its commercial appeal."
ecommerce118k,e9a3b68f18a67b4336cb60c7ed7917f5.jpg,34,makeup,3.75,3,2,7,3,cluttered,True,"The image is heavily marred by large, distracting text overlays and a poor background."
ecommerce118k,26b4636cec9a527382bf25420a30d556.jpg,35,perfume,7.0,4,8,9,7,lifestyle,True,"The background is distracting and contains an unrelated model image, detracting from the product focus."
ecommerce118k,b0c05e4e8d41603c8f03ec87fd581657.jpg,35,perfume,7.5,6,10,7,7,lifestyle,False,"The background is a blurred, light blue fabric or wall, with a person partially visible."
ecommerce118k,e26410aaf4e74064cf464dc19a5a48c4.jpg,35,perfume,3.75,3,1,7,4,cluttered,True,"The image is heavily cluttered with promotional text and distracting elements, significantly reducing its commercial appeal."
ecommerce118k,24ac0e81d9169dff868fa1d3de6f951a.jpg,35,perfume,3.75,3,1,7,4,cluttered,True,"The image is heavily cluttered with promotional text and a distracting background, reducing purchase confidence."
ecommerce118k,764fd38ae6fb1657cd1a6b3809c96c8f.jpg,35,perfume,9.25,10,10,9,8,plain,False,"The background is a solid, neutral beige colour."
ecommerce118k,d24cd0a81321934157da89c95266d886.jpg,35,perfume,8.5,7,10,9,8,lifestyle,False,The product is placed on a textured pink surface with a blurred pink wall in the background.
ecommerce118k,d589802aba6603a705cdbd12af49b1a3.jpg,35,perfume,6.75,4,10,8,6,cluttered,True,The busy patterned background distracts from the product and lowers the overall visual appeal.
ecommerce118k,e1173768b1daaf4bd70ddfaa04c7f851.jpg,35,perfume,9.25,10,10,9,8,plain,False,The product is presented on a completely white background.
ecommerce118k,4049ff36ed88970b80232063d78954d7.jpg,35,perfume,5.75,2,10,7,4,cluttered,True,The cluttered background of cardboard boxes significantly detracts from the product and reduces its commercial appeal.
ecommerce118k,bac251c8435eabd5160dde155e165d47.jpg,35,perfume,7.75,10,5,9,7,plain,False,The product is set against a plain white background.
ecommerce118k,b31c9a84d04ccdca8fb147e10be387b7.jpg,35,perfume,4.0,3,2,7,4,cluttered,True,The busy and distracting background significantly detracts from the product and reduces its visual appeal.
ecommerce118k,f440a7f9447761c718d9884c295c3b55.jpg,35,perfume,7.25,9,5,8,7,plain,False,The product is set against a plain white background with a subtle gradient effect.
ecommerce118k,99340452c55e559958a28a52bc13af9c.jpg,35,perfume,9.25,10,10,9,9,plain,False,"The product is set against a seamless, bright white background."
ecommerce118k,02901a64bd3a9aff131a6350183b7c6b.jpg,35,perfume,9.25,10,10,9,8,plain,False,The product is presented against a plain white background.
ecommerce118k,73163701418631079ea539489eedb96c.jpg,35,perfume,6.5,9,1,9,7,plain,False,The large watermark significantly detracts from the product's presentation and reduces purchase confidence.
ecommerce118k,dae42048a7ee9ff290494454e068d486.jpg,35,perfume,7.75,7,10,8,6,plain,False,"The product is displayed against a textured, off-white fluffy background resembling a faux fur or fabric."
