dataset,filename,description,category_id,category,overall_score,background_cleanliness,text_watermark_score,product_prominence,commercial_appeal,bg_class,needs_bg_replacement,reason
bg60k,32757.png,coffee set,38,food storage and tableware,8.5,7,10,9,8,lifestyle,False,The product is set on a grey surface with a wooden cabinet and wall visible in the background.
bg60k,42565.png,glass,38,food storage and tableware,8.5,7,10,9,8,lifestyle,False,The product is placed on a desk with a laptop keyboard and blurred green foliage in the background.
bg60k,18466.png,dining table,38,food storage and tableware,8.25,7,10,8,8,lifestyle,False,The product is displayed in a modern dining room setting with chairs around a table and a rug on the floor.
bg60k,12491.png,BBQ utensils,38,food storage and tableware,7.25,6,10,8,5,lifestyle,False,The product is placed on a wooden deck with visible deck boards and a railing in the background.
bg60k,31006.png,decorative ornaments,39,home decor,8.5,8,10,9,7,plain,False,The product is displayed against a dark grey background with a textured beige fabric partially visible.
bg60k,13358.png,Set or gift box,39,home decor,9.25,10,10,9,8,plain,False,The products are arranged on a plain white surface.
bg60k,7116.png,Painting chemical auxiliary materials,39,home decor,8.75,10,10,9,7,plain,False,"The background is a gradient of white to light grey, appearing clean and seamless."
bg60k,4557.png,decorative ornaments,39,home decor,5.5,7,1,8,6,lifestyle,False,The prominent text on the books in the foreground significantly detracts from the product's presentation.
bg60k,1094.png,Storage Box,39,home decor,8.5,7,10,9,8,lifestyle,False,The product is placed on a marble table with a grey sofa and decorative pillows visible in the background.
bg60k,9552.png,Green potted plants,39,home decor,6.0,9,1,8,6,plain,False,"The large, distracting text printed on the pot significantly reduces purchase confidence."
bg60k,22873.png,decorative ornaments,39,home decor,7.75,6,10,9,7,lifestyle,False,"The product is displayed on a diamond plate surface with blurred, indistinct objects and lighting fixtures in the background, creating a somewhat industrial or workshop-like setting."
bg60k,23391.png,decorative ornaments,39,home decor,8.5,8,10,9,7,plain,False,"The products are displayed on a dark grey surface with a blurred, textured background suggesting stacked boxes or similar objects."
bg60k,58630.png,Storage bag or bag,39,home decor,8.25,9,10,8,6,plain,False,The product is set against a plain white background with a subtle grey border.
bg60k,57086.png,Small leaf rosewood,39,home decor,8.25,8,10,9,6,plain,False,"The product is displayed on a textured, light brown surface that appears to be fabric or a similar material."
bg60k,25974.png,cat litter box,39,home decor,8.5,8,10,9,7,plain,False,"The product is placed on a dark surface with a textured, light beige wall and a shadow of a plant visible in the background."
bg60k,62462.png,decorative ornaments,39,home decor,8.75,9,10,9,7,plain,False,"The product is set against a dark, slightly textured grey background."
bg60k,38055.png,Set or gift box,39,home decor,8.5,7,10,9,8,lifestyle,False,"The product is set against a dark, blurred background with abstract green and gold leaf-like shapes."
bg60k,37538.png,Set or gift box,39,home decor,9.0,9,10,9,8,plain,False,"The background is a blurred, abstract gradient of blue and white, resembling ice or water droplets."
bg60k,6668.png,Storage bag or bag,39,home decor,8.5,8,10,9,7,plain,False,"The product is set against a plain, light-coloured wooden floor and a blurred white wall with a hint of green foliage in the upper right corner."
bg60k,14550.png,rolling paper,39,home decor,8.75,8,10,9,8,lifestyle,False,"The product is displayed on a tiered, abstract platform with a gradient blue and white background featuring geometric shapes."
bg60k,7321.png,Set or gift box,39,home decor,9.0,8,10,9,9,lifestyle,False,"The products are arranged in front of and around an open red gift box with ribbon details, set against a textured red background."
bg60k,932.png,TV cabinet,39,home decor,8.5,7,10,9,8,lifestyle,False,The product is placed on a light-coloured rug in a room with wall art and a plant in the background.
bg60k,56706.png,latex paint,39,home decor,6.5,10,1,10,5,plain,False,"The product is set against a solid, light beige background."
bg60k,9910.png,decorative ornaments,39,home decor,6.0,8,1,9,6,plain,False,"The image is significantly detracted by the numerous Chinese characters carved into and around the product, which appear as text overlays."
bg60k,50014.png,Ornaments,39,home decor,6.75,4,10,8,6,lifestyle,True,The distracting background of a car dashboard detracts from the product and doesn't enhance its appeal.
bg60k,60531.png,TV cabinet,39,home decor,8.5,7,10,9,8,lifestyle,False,"The product is set against a light-toned room with tiled flooring, a textured rug, and artwork on the wall."
bg60k,41621.png,scented candle,39,home decor,9.25,10,10,9,8,plain,False,The product is set against a very pale grey gradient background.
bg60k,53909.png,Storage Box,39,home decor,7.75,7,8,9,7,lifestyle,False,The product is placed on a light-coloured rug in front of a wooden bookshelf with books and decorative items.
bg60k,33341.png,Small leaf rosewood,39,home decor,9.0,9,10,9,8,plain,False,"The product is displayed on a dark, textured surface against a blurred, dark background."
bg60k,19571.png,Draw paper,39,home decor,6.75,6,5,9,7,lifestyle,False,The product is placed on a light blue background with stylized water droplet and floral graphics.
bg60k,52330.png,scented candle,39,home decor,6.25,3,10,7,5,cluttered,True,The busy and distracting background detracts from the product and reduces its visual impact.
bg60k,2544.png,decorative ornaments,39,home decor,6.75,4,10,8,6,cluttered,True,The cluttered and distracting background detracts from the product and reduces its visual impact.
bg60k,30631.png,desk lamp,39,home decor,8.5,7,10,9,8,lifestyle,False,The product is set on a white desk against a light beige wall with subtle paneling and sheer white curtains.
bg60k,33565.png,Gardening auxiliary materials,39,home decor,8.0,8,10,9,5,plain,False,"The product is set against a dark, slightly reflective surface that appears to be wet or damp."
bg60k,4139.png,Decorative calligraphy and painting,39,home decor,6.5,9,1,10,6,plain,False,The large Chinese text overlay significantly detracts from the product's presentation and commercial appeal.
bg60k,5746.png,Draw paper,39,home decor,6.0,10,1,8,5,plain,False,"The image is heavily overlaid with seller-added text and branding, reducing its commercial appeal."
bg60k,55789.png,Storage bag or bag,39,home decor,7.75,6,10,8,7,lifestyle,False,The product is placed on a wooden floor in a living room setting with a couch and plant visible in the background.
bg60k,62765.png,Painting tools and materials,39,home decor,8.0,7,8,9,8,plain,False,The product is stacked on top of a white surface with a partially visible cardboard box and some printed text on the right side.
bg60k,29559.png,rolling paper,39,home decor,8.0,7,10,9,6,plain,False,"The background is a mottled blue and grey gradient, resembling a painted surface or textured wall."
bg60k,56523.png,Storage bag or bag,39,home decor,6.25,7,3,9,6,lifestyle,False,The watermark significantly detracts from the image's professional appearance.
bg60k,41608.png,Green potted plants,39,home decor,9.0,9,10,9,8,plain,False,"The product is set on a woven placemat against a plain, light grey background."
bg60k,37277.png,smart home,39,home decor,9.0,9,10,9,8,plain,False,"The product is set against a solid, neutral beige background with a blurred book visible on the surface below."
bg60k,39252.png,vase floral arrangement,39,home decor,9.25,10,10,9,8,plain,False,The product is set against a seamless light grey background with a subtle marble-like texture on the surface.
bg60k,54304.png,ceiling lamp,39,home decor,8.75,10,10,9,7,plain,False,The product is displayed against a completely black background.
bg60k,41203.png,decorative ornaments,39,home decor,8.5,7,10,9,8,lifestyle,False,"The product is set on a textured, olive-green fabric with a scattered gold star pattern, and a few blurred flowers are visible in the background."
bg60k,1488.png,Storage bag or bag,39,home decor,7.25,6,10,7,6,lifestyle,False,"The product is displayed on a striped grey and beige rug, with additional packaged items scattered around."
bg60k,24339.png,Construction or DIY Cabin,39,home decor,8.5,7,10,9,8,lifestyle,False,"The background is a blurred nighttime cityscape with scattered stars, creating a dark and atmospheric backdrop."
bg60k,3286.png,Set or gift box,39,home decor,8.75,8,10,9,8,lifestyle,False,"The product is displayed against a light blue, watery background with abstract droplet shapes."
bg60k,9662.png,flowers,39,home decor,8.5,7,10,9,8,lifestyle,False,"The product is set against a neutral grey wall with styled props including a picture frame, vases, and candles on a woven surface."
bg60k,60838.png,Household ladder,39,home decor,6.25,3,10,8,5,cluttered,True,The cluttered outdoor background distracts from the product and reduces its commercial appeal.
bg60k,17358.png,carpet,39,home decor,8.25,7,10,8,8,lifestyle,False,The product is shown in a modern living room setting with a large window overlooking a city skyline.
bg60k,3819.png,flowers,39,home decor,8.75,10,10,9,7,plain,False,The product is set against a solid black background with a wooden surface visible at the bottom.
bg60k,17786.png,Storage Box,39,home decor,6.0,2,10,7,5,cluttered,True,The cluttered refrigerator background distracts from the product and reduces its visual impact.
bg60k,37662.png,Separate storage,39,home decor,7.75,6,10,8,7,lifestyle,False,"The product is displayed on a light-colored surface with a blurred bedroom scene visible in the background, including a dresser and stairs."
bg60k,55642.png,decorative ornaments,39,home decor,8.0,7,10,9,6,plain,False,"The product is set on a wooden surface with a blurred, indistinct background."
bg60k,5557.png,Green potted plants,39,home decor,8.5,8,10,9,7,plain,False,"The plants are displayed on a white, slatted shelf against a blurred white background."
bg60k,48765.png,decorative ornaments,39,home decor,7.75,6,10,8,7,lifestyle,False,"The product is set against a backdrop of wooden paneling, a cream-colored dresser, and a light-colored wood floor with some decorative items visible."
bg60k,36791.png,LED light source,39,home decor,8.75,10,10,9,7,plain,False,The product is set against a gradient blue background that transitions from darker to lighter shades.
bg60k,6860.png,outdoor lighting,39,home decor,6.5,8,3,9,6,plain,False,The image is significantly cluttered with seller-added text overlays that detract from the product.
bg60k,46530.png,carpet,39,home decor,8.5,7,10,9,8,lifestyle,False,The rug is displayed in a modern living room setting with furniture and wall art.
bg60k,54538.png,LED light source,39,home decor,8.5,8,10,9,7,plain,False,The product is set against a gradient grey background with a blurred green leaf in the upper right corner.
bg60k,61004.png,Small leaf rosewood,39,home decor,8.25,7,10,9,7,plain,False,The product is placed on a textured grey surface with a book partially visible in the background.
bg60k,11.png,doorbell,39,home decor,8.75,9,10,9,7,plain,False,"The product is displayed on a series of purple, geometric platforms with a glossy reflective surface."
bg60k,11404.png,decorative ornaments,39,home decor,8.5,9,10,8,7,plain,False,"The product is set against a dark grey, slightly textured background."
bg60k,45184.png,Agarwood,39,home decor,8.5,8,10,9,7,lifestyle,False,The product rests on a light-coloured wooden surface with blurred wood pieces in the background.
bg60k,32285.png,decorative ornaments,39,home decor,9.0,9,10,9,8,plain,False,The product is set against a gradient brown background and rests on a light-coloured wooden surface.
bg60k,39889.png,Bodhi,39,home decor,6.5,8,3,9,6,plain,false,null
bg60k,9967.png,bed accessories,40,bathroom accessories,7.75,6,10,8,7,lifestyle,False,The product is shown on a bed in a bedroom setting with artwork on the wall and a window in the background.
bg60k,24909.png,Other stools,40,bathroom accessories,8.0,6,10,9,7,lifestyle,False,The chairs are placed on a grey rug in front of a window with sheer curtains and a wooden cabinet is visible to the right.
bg60k,2438.png,Air Conditioning Parts,40,bathroom accessories,8.5,9,10,8,7,plain,False,The product is set against a gradient blue background with blurred light streaks suggesting airflow.
bg60k,63204.png,floor drain,40,bathroom accessories,8.75,8,10,9,8,lifestyle,False,The product is displayed on a white marble-like surface with a gradient grey backdrop and blurred green foliage in the corners.
bg60k,31496.png,bathroom supplies,40,bathroom accessories,8.5,8,10,9,7,lifestyle,False,"The product is set against a draped, textured blue fabric background."
bg60k,29485.png,Dental irrigator,40,bathroom accessories,8.75,10,10,9,7,plain,False,"The product is set against a solid, muted blue background."
bg60k,40047.png,Tool accessories,40,bathroom accessories,6.75,4,10,8,6,lifestyle,True,The distracting and irrelevant outdoor background detracts from the product and reduces its visual impact.
bg60k,15352.png,shampoo,40,bathroom accessories,4.25,4,2,7,4,plain,True,The excessive and distracting text overlays significantly detract from the product and reduce commercial appeal.
bg60k,39923.png,shaver,40,bathroom accessories,6.5,9,1,9,7,plain,False,"The image is significantly detracted by the large, distracting text overlaid on the product itself."
bg60k,44704.png,Smart toilet,40,bathroom accessories,5.75,7,1,9,6,lifestyle,False,"The image is significantly detracted by large, distracting Chinese text overlays."
bg60k,21495.png,toilet,40,bathroom accessories,8.25,7,10,9,7,lifestyle,False,"The product is set against a teal wall and a blurred view of greenery through a window, with a light grey tiled floor."
bg60k,22095.png,wet wipes,40,bathroom accessories,8.5,8,10,9,7,lifestyle,False,The product is placed on a digitally created background resembling rippling blue water.
bg60k,50525.png,Cotton towel,40,bathroom accessories,7.0,6,8,8,6,lifestyle,False,The product is placed on a surface with a blue and white tiled background resembling a bathroom or kitchen setting.
bg60k,58843.png,Smart toilet,40,bathroom accessories,8.25,8,9,9,7,plain,False,"The product is set against a blurred, gradient blue background with light streaks."
bg60k,10845.png,bathroom supplies,40,bathroom accessories,7.75,8,10,7,6,plain,False,The product is displayed on a light grey wood-grain textured surface.
bg60k,50344.png,toothpaste,40,bathroom accessories,8.5,8,10,9,7,plain,False,"The product is displayed on a series of white, stepped platforms against a gradient blue background with abstract white shapes."
bg60k,25872.png,shaver,40,bathroom accessories,8.5,7,10,9,8,lifestyle,False,"The product is presented on a dark grey surface with scattered coffee beans, a charging cable, a watch, and keys around it."
bg60k,27208.png,shaver,40,bathroom accessories,8.75,8,10,9,8,plain,False,"The product is set on a light grey textured surface, with a blurred secondary product partially visible to the left."
bg60k,41813.png,bathroom supplies,40,bathroom accessories,7.25,6,8,8,7,lifestyle,False,"The product is presented on a red box with a decorative design featuring cranes and floral patterns, set against a textured green fabric background."
bg60k,22510.png,Kitchen and bathroom accessories,40,bathroom accessories,8.5,9,10,8,7,plain,False,The product is displayed on a grey surface against a dark grey gradient background with subtle vertical lines.
bg60k,7605.png,bathroom supplies,40,bathroom accessories,8.5,8,10,9,7,plain,False,The product is displayed against a gradient dark grey background with textured wall panels to the right.
bg60k,54548.png,toilet,40,bathroom accessories,8.75,9,10,9,7,plain,False,The product is set against a dark grey gradient background with subtle highlights and shadows.
bg60k,51060.png,towel,40,bathroom accessories,8.0,6,10,9,7,lifestyle,False,"The background is a light grey surface with a blurred, out-of-focus bathroom setting including bottles and fixtures."
bg60k,23750.png,Smart toilet,40,bathroom accessories,8.75,10,10,9,7,plain,False,The products are arranged on a solid teal blue background.
bg60k,44642.png,Other stools,40,bathroom accessories,7.0,6,8,8,6,lifestyle,False,"The stool is placed in a living room setting with a sofa, side table, rug, and decorative items visible in the background."
bg60k,23219.png,cotton pad,40,bathroom accessories,5.75,7,2,8,6,lifestyle,False,The image is significantly detracted by the multiple text overlays and watermarks.
bg60k,40581.png,cotton pad,40,bathroom accessories,8.75,10,10,9,7,plain,False,"The product is set against a solid, light blue background."
bg60k,3055.png,kitchen and bathroom accessories,40,bathroom accessories,8.75,10,10,9,7,plain,False,"The product is displayed against a solid, muted pink background."
bg60k,7478.png,bathroom supplies,40,bathroom accessories,8.5,8,10,9,7,plain,False,"The product is set against a light grey tiled surface, resembling a bathroom or utility room floor."
bg60k,2587.png,Other stools,40,bathroom accessories,8.5,8,10,9,7,plain,False,"The chair is set against a textured white wall and a grey, shaggy rug."
bg60k,1451.png,Disposable face towel,40,bathroom accessories,6.0,9,1,8,6,plain,false,"The image is heavily overlaid with distracting text and branding, reducing its commercial appeal."
bg60k,10433.png,shaver,40,bathroom accessories,9.25,10,10,9,8,plain,False,The product is set against a gradient dark blue background with subtle highlights and shadows.
bg60k,26200.png,toilet,40,bathroom accessories,8.75,10,10,9,7,plain,False,The product is set against a gradient blue background with subtle shadow effects to create depth.
bg60k,22465.png,bathroom cabinet,40,bathroom accessories,8.5,7,10,9,8,lifestyle,False,"The product is set within a staged bathroom environment featuring beige and peach-toned walls, shelving units, and bathroom fixtures."
bg60k,15592.png,Other stools,40,bathroom accessories,7.0,6,8,8,6,lifestyle,False,"The stools are placed against a textured wall and a grey tiled floor, suggesting a bathroom or utility room setting."
bg60k,58447.png,Smart toilet,40,bathroom accessories,8.75,9,10,9,7,plain,False,The product is set against a gradient blue background with subtle white lines suggesting a studio lighting effect.
bg60k,35454.png,shampoo,40,bathroom accessories,5.0,7,1,8,4,plain,False,The extensive text on the product label and packaging significantly detracts from the image's commercial appeal.
bg60k,35956.png,Curling or straightening iron,40,bathroom accessories,8.25,8,8,9,8,lifestyle,False,"The product is placed on top of a stack of white boxes with a subtle, abstract swirl pattern against a light lavender background."
bg60k,3301.png,Bath heater,40,bathroom accessories,8.75,10,10,9,7,plain,False,"The product is displayed against a solid, bright orange background."
bg60k,14774.png,bath towel,40,bathroom accessories,8.5,8,10,9,7,lifestyle,False,The product is placed on a white countertop with a light grey tiled backsplash.
bg60k,22131.png,shampoo,40,bathroom accessories,8.75,8,10,9,8,lifestyle,False,The product is placed on a light pink surface with scattered gold-colored jewelry pieces around it.
bg60k,243.png,Dental irrigator,40,bathroom accessories,8.5,8,10,9,7,lifestyle,False,The product is displayed on and around translucent white cubes with a blurred blue water-like background.
bg60k,36971.png,Conditioner,40,bathroom accessories,7.75,6,10,8,7,lifestyle,False,"The product is surrounded by blurred images of white and yellow flowers and petals, set against a textured, light-colored background."
bg60k,33967.png,sink,40,bathroom accessories,7.75,6,10,8,7,lifestyle,False,"The product is displayed within a kitchen sink and countertop setting, with dishes and utensils surrounding it."
bg60k,46747.png,faucet,40,bathroom accessories,8.75,10,10,9,7,plain,False,"The product is set against a solid, bright yellow background."
bg60k,53453.png,bathroom supplies,40,bathroom accessories,8.0,6,10,9,7,lifestyle,False,The product is placed on a patterned fabric surface with floral designs in shades of purple and pink.
bg60k,3246.png,Other stools,40,bathroom accessories,8.75,8,10,9,8,lifestyle,False,The product is set against a light grey wall with a white fireplace and light wood flooring.
bg60k,58432.png,bathroom supplies,40,bathroom accessories,8.75,10,10,9,7,plain,False,"The background is a gradient from white to light grey, creating a seamless and non-distracting backdrop."
bg60k,3977.png,sink,40,bathroom accessories,4.25,3,2,7,5,cluttered,True,The cluttered background and prominent text overlays distract from the product and reduce its commercial appeal.
bg60k,4799.png,shaver,40,bathroom accessories,8.0,6,10,9,7,lifestyle,False,The product is set against a dark brown leather-like textured background with blurred vintage clocks and perfume bottles.
bg60k,55348.png,bathroom supplies,40,bathroom accessories,7.75,6,10,9,6,lifestyle,False,The product is placed on a dark green surface with a wooden box and yellow roses in the background.
bg60k,8272.png,creative accessories,40,bathroom accessories,8.5,7,10,9,8,lifestyle,False,"The product is suspended against a blurred, light-toned wooden ceiling and a soft, out-of-focus green foliage background."
bg60k,24966.png,footbath,40,bathroom accessories,8.0,6,10,9,7,lifestyle,False,"The product is placed on a purple rug with a blurred, textured wall and a portion of a sofa visible in the background."
bg60k,22674.png,beauty device,40,bathroom accessories,8.0,6,10,9,7,lifestyle,False,"The product is set against a blurred, warm-toned background with hints of wood panelling and a partially visible glass of water with lemon."
bg60k,60219.png,toothpaste,40,bathroom accessories,6.25,7,3,9,6,plain,false,The image is significantly marred by the large amount of text and watermarks overlaid on the product.
bg60k,7798.png,towel,40,bathroom accessories,8.5,8,10,9,7,plain,False,"The product is set against a solid, graduated blue background with a blurred white object in the lower left corner."
bg60k,31977.png,Ceramic parts set,40,bathroom accessories,8.25,7,10,9,7,lifestyle,False,"The product is set against a dark teal wall and a grey tiled floor, with a blurred bathroom scene visible in the background."
bg60k,23611.png,sanitary pads,40,bathroom accessories,8.75,10,10,9,7,plain,False,The product is presented on a completely plain white background.
bg60k,21083.png,Disposable face towel,40,bathroom accessories,8.75,10,10,9,7,plain,False,"The product is placed on a plain, light grey surface."
bg60k,20830.png,electric toothbrush,40,bathroom accessories,9.25,10,10,9,8,plain,False,"The background is a solid, bright blue colour."
bg60k,4802.png,shampoo,40,bathroom accessories,6.5,10,1,10,5,plain,False,"The image is significantly detracted by the large, intrusive text overlay."
bg60k,56348.png,Kitchen and bathroom accessories,40,bathroom accessories,8.5,8,10,9,7,plain,False,The background is a blurred gradient of grey and white with some out-of-focus green foliage visible on the right side.
bg60k,27809.png,faucet,40,bathroom accessories,8.75,10,10,9,7,plain,False,"The product is set against a solid, light blue background."
bg60k,56439.png,latex pillow,41,couch and cushions,8.0,6,10,9,7,lifestyle,False,"The product is staged on a white surface with a blurred bedroom scene including a nightstand, lamp, and decorative objects in the background."
bg60k,46368.png,Leather bed,41,couch and cushions,8.5,8,10,9,7,lifestyle,False,"The product is set against a softly textured, light grey gradient background with blurred bedroom elements visible in the distance."
bg60k,8601.png,flower pillow,41,couch and cushions,7.75,6,10,8,7,lifestyle,False,"The product is placed on a woven mat with a dark, ornate wooden table and decorative elements visible in the background."
bg60k,48659.png,Sofa cushion cover,41,couch and cushions,8.0,6,10,9,7,lifestyle,False,"The pillow is displayed against a dark, ornate wooden backdrop with vertical slats and a glimpse of furniture on the left."
bg60k,56715.png,fiber quilt,41,couch and cushions,8.25,7,10,8,8,lifestyle,False,The product is displayed on a bed in a softly lit bedroom with a pale green wall and a potted plant visible in the background.
bg60k,40922.png,fabric sofa,41,couch and cushions,8.5,7,10,9,8,lifestyle,False,"The product is set against a neutral beige wall with a small side table, plant, and rug visible, creating a staged lifestyle setting."
bg60k,26327.png,children bed,41,couch and cushions,8.0,6,10,9,7,lifestyle,False,"The background depicts a stylized children's bedroom with wallpaper, a window, toys, and decorative elements."
bg60k,50723.png,four piece set,41,couch and cushions,8.5,7,10,9,8,lifestyle,False,"The product is displayed on a bed in a styled bedroom setting with a dark grey wall, bedside table with a lamp, and decorative elements."
bg60k,16378.png,Leather bed,41,couch and cushions,8.75,8,10,9,8,lifestyle,False,"The product is set in a styled bedroom scene with neutral walls, bedside tables, and decor."
bg60k,56213.png,fiber quilt,41,couch and cushions,8.5,8,10,9,7,plain,False,"The background is a blurred, neutral grey with hints of a room visible in the distance."
bg60k,43656.png,fiber quilt,41,couch and cushions,6.25,9,2,8,6,plain,False,"The image is significantly detracted by the large, intrusive text overlays."
bg60k,54531.png,flower pillow,41,couch and cushions,8.5,8,10,9,7,plain,False,"The product is placed on a white surface against a vertically ribbed, light grey wall."
bg60k,23546.png,Ice silk mat,41,couch and cushions,7.75,7,10,8,7,lifestyle,False,"The product is displayed on a bed in a styled bedroom setting with a green wall, a side table with a vase, and a magazine on the bed."
bg60k,61839.png,solid wood sofa,41,couch and cushions,8.0,6,10,9,7,lifestyle,False,"The product is set against a dark wood panelled wall with a framed picture and shelving unit visible in the background, and a light-coloured rug underneath."
bg60k,30391.png,fabric sofa,41,couch and cushions,8.5,7,10,9,8,lifestyle,False,"The sofa is placed in a modern living room setting with a patterned rug, coffee table, wall art, and decorative lighting."
bg60k,2626.png,Other outdoor furniture,41,couch and cushions,7.75,6,10,8,7,lifestyle,False,"The product is shown outdoors in a garden setting with foliage, a stone wall, and gravel underfoot."
bg60k,5203.png,Mattress or mattress,41,couch and cushions,5.75,6,2,8,7,lifestyle,False,The large text overlay on the product significantly detracts from the image's professional appearance.
bg60k,5776.png,Leather sofa,41,couch and cushions,8.0,6,10,8,8,lifestyle,False,"The product is set in a modern living room with a kitchen area visible in the background, featuring a countertop with appliances and a wall-mounted clock."
bg60k,32496.png,fabric bed,41,couch and cushions,8.5,7,10,9,8,lifestyle,False,"The product is placed in a staged bedroom setting with a desk, chair, and wall decor visible in the background."
bg60k,48645.png,solid wood sofa,41,couch and cushions,8.0,6,10,9,7,lifestyle,False,The sofa is placed on a tiled floor in a room with neutral-toned walls and decorative elements like a clock and side table visible in the background.
bg60k,56780.png,children bed,41,couch and cushions,6.0,6,2,9,7,lifestyle,False,The large text overlay significantly detracts from the image's professional appearance.
bg60k,11961.png,Folding bed,41,couch and cushions,5.5,6,2,8,6,lifestyle,True,The image is significantly marred by distracting watermarks across the entire frame.
bg60k,45309.png,Leather bed,41,couch and cushions,8.75,8,10,9,8,lifestyle,False,"The product is set in a styled bedroom scene with a light grey wall, a rug, and minimal decorative elements."
bg60k,35087.png,solid wood bed,41,couch and cushions,8.25,6,10,9,8,lifestyle,False,"The product is set in a styled room interior with wall art, furniture, and architectural details like an arched doorway."
bg60k,22882.png,office sofa,41,couch and cushions,8.75,8,10,9,8,lifestyle,False,"The sofa is set against a wall featuring vertical wooden slats with integrated lighting, and a patterned rug is visible beneath it."
bg60k,42416.png,children sofa,41,couch and cushions,8.75,8,10,9,8,lifestyle,False,"The product is set in a softly styled children's room with a pastel yellow and cream colour scheme, featuring a rug, plant, and tent in the background."
bg60k,9067.png,Coconut palm or mountain palm mattress,41,couch and cushions,8.75,10,10,9,7,plain,False,"The product is set against a completely black, gradient background."
bg60k,19735.png,Sofa cushion cover,41,couch and cushions,8.5,7,10,9,8,lifestyle,False,"The product is staged on a light-colored rug with a blurred, neutral-toned room featuring furniture and decor in the background."
bg60k,15920.png,Ice silk mat,41,couch and cushions,7.75,6,10,8,7,lifestyle,False,"The product is displayed on a bed in a styled bedroom setting with wall decor, bedside tables, and lamps visible in the background."
bg60k,56528.png,fiber quilt,41,couch and cushions,7.75,6,10,8,7,lifestyle,False,"The product is displayed on a sofa in a room with a patterned wallpaper, a lamp, and a plant."
bg60k,51612.png,crib,41,couch and cushions,7.75,6,10,8,7,lifestyle,False,The product is set against a light grey wall with framed animal artwork.
bg60k,34840.png,Single sofa or sofa chair,41,couch and cushions,8.25,6,10,9,8,lifestyle,False,"The product is placed in a styled room setting with bookshelves, a desk, and other decorative items visible in the background."
bg60k,17817.png,fabric sofa,41,couch and cushions,8.5,7,10,9,8,lifestyle,False,"The sofa is placed in a styled living room setting with a light green wall, wooden flooring, a rug, plants, and other furniture elements."
bg60k,48417.png,solid wood bed,41,couch and cushions,8.0,6,10,9,7,lifestyle,False,"The bed is set in a modern bedroom with a large window showing a city skyline, decorative wall art, and bedside tables with lamps."
bg60k,28004.png,Folding bed,41,couch and cushions,6.0,8,1,9,6,plain,False,The large text logo on the product significantly detracts from the image's professional appearance.
bg60k,18191.png,fabric bed,41,couch and cushions,8.5,7,10,9,8,lifestyle,False,"The product is displayed in a styled bedroom setting with neutral walls, bedside tables, plants, and decorative lighting."
bg60k,61117.png,Sofa cushion cover,41,couch and cushions,7.75,6,10,8,7,lifestyle,False,"The product is displayed in a living room setting with a sofa, rug, coffee table, and wall decor."
bg60k,12261.png,solid wood sofa,41,couch and cushions,8.25,6,10,9,8,lifestyle,False,"The sofa is placed in a staged living room setting with patterned wallpaper, curtains, a side table, and a rug."
bg60k,28705.png,fiber quilt,41,couch and cushions,7.75,6,10,8,7,lifestyle,False,The product is placed on a light-coloured wooden surface with a blurred room setting including furniture and decorative items visible in the background.
bg60k,30190.png,Smart or electric mattress,41,couch and cushions,8.5,7,10,9,8,lifestyle,False,"The product is staged in a bedroom setting with a window view, curtains, a lamp, and decorative objects."
bg60k,28623.png,fiber pillow,41,couch and cushions,8.5,9,10,8,7,plain,False,The product is set against a gradient grey background with a subtle textured surface resembling fabric or a sheet.
bg60k,3581.png,Ice silk mat,41,couch and cushions,9.0,9,10,9,8,plain,False,The product is displayed on a textured blue background resembling water ripples.
bg60k,33782.png,Leather bed,41,couch and cushions,8.75,9,10,9,7,plain,False,The background is a gradient of blue shades with abstract wave-like shapes.
bg60k,2657.png,Mattress or mattress,41,couch and cushions,5.75,6,3,8,6,lifestyle,False,The large text overlay on the product reduces purchase confidence.
bg60k,45316.png,fabric sofa,41,couch and cushions,8.5,8,10,9,7,lifestyle,False,"The sofa is set against a pale grey wall and a light-coloured textured rug, with a glimpse of a side table and floor lamp."
bg60k,18780.png,Leather bed,41,couch and cushions,9.0,8,10,9,9,lifestyle,False,"The product is set in a styled bedroom scene with grey walls, wooden flooring, and hanging pendant lights."
bg60k,46277.png,four piece set,41,couch and cushions,7.75,6,10,8,7,lifestyle,False,"The bedding is styled on a bed with a blurred bedroom scene visible in the background, including a white dresser, artwork, and a rug."
bg60k,25373.png,Leather sofa,41,couch and cushions,8.5,7,10,9,8,lifestyle,False,"The sofa is placed in a modern living room setting with neutral-toned walls, artwork, and a rug."
bg60k,14808.png,flower pillow,41,couch and cushions,6.75,4,10,8,6,lifestyle,True,The busy and ornate background distracts from the pillows and doesn't allow them to stand out.
bg60k,35654.png,cushion,41,couch and cushions,7.75,6,10,8,7,lifestyle,False,"The product is set against a blurred indoor background featuring a desk, chair, and glimpses of other furniture and a magazine."
bg60k,58284.png,Coconut palm or mountain palm mattress,41,couch and cushions,8.5,7,10,9,8,lifestyle,False,"The product is set in a styled bedroom scene with a window, artwork, a side table with a lamp, and magazines on the floor."
bg60k,10708.png,fiber quilt,41,couch and cushions,8.5,7,10,9,8,lifestyle,False,The bedding is displayed on a bed in a styled bedroom setting with furniture and decor visible in the background.
bg60k,6300.png,Other outdoor furniture,41,couch and cushions,8.0,6,10,9,7,lifestyle,False,The product is set on a wooden deck with a garden and white lattice fence visible in the background.
